file_name,ipa
sin_01_01941,kahaṭagasdigiliyē anatura sambandhayen æmati es em candrasēnagē riyaduru rimānḍ.
sin_01_01942,ejāpaya hæmadāma janapati apēkşakayā tēruvē vinayak ætivayi.
sin_01_01943,novæmbar māsaya kitunuvan salakannē maḷavungē māsaya lesaya. novæmbar deka maḷavungē dinaya lesa namkara tibē.
sin_01_01944,daruvangē ātatiya ṭika dinakin obaṭa kāndu venavā. ē anuva oba daruvāṭa gahanavā. daruvāṭa tadin bæna vadinavā. mavupiyan ādarayen hadana daruvā ātatiyen piruṇu daruvan venavā.
sin_01_01945,"amatanna. binduvayi hatayi dekayi dekayi hatayi aṭayi hayayi dekayi hatarayi eka, binduvayi ekayi ekayi dekayi hatarayi ekayi tunayi binduvayi dekayi hata, gē dora iḍakaḍam gampaha distrikkaya kuliyaṭa baddaṭa. kælaṇiya dalugama nivasak kuliyaṭa dīmaṭa."
sin_01_01946,obē sahōdariyagē sæmiyā vunat ohu idiriyē anārakşita bavak maṭa dænenavā. oba tāmat ē taramaṭa samāja āśrayak tiyena kenek bava maṭa dænenne næhæ.
sin_01_01947,kṛşikarmāntaya mūlika karaganimin divi gevū pæraṇi minisā mē vat piḷivet siya jana jīvitaya sārthaka karagænīmaṭa mænavin ekkara gat ha.
sin_01_01948,ema veḍi paharaval vædīmen æya bima æda væṭuṇā. vināḍi kīpayakin næṉgiṭa aḍiyak dekak ævida āyit bima væṭuṇā. mē vana viṭa vijēsūriya saha ratnāyaka kaṉdavura tuḷaṭa giyā.
sin_01_01949,irākayē sēvayē niyutu śrī lāṁkika kamkaruvan tāmat mārāntika upavāsayē.
sin_01_01950,mē hæmadēmat ekka mama labapu paudgalika atdækīmak samaga tamayi mē gītayē pada liyævuṇē. kaliṉdu vīrasiṁha bohōma kæmætten mē sadahā tanuvak nirmāṇaya kaḷā.
sin_01_01951,kōṭi gāṇaka vides mudal ḍubāyi aran yaddi māṭṭu.
sin_01_01952,"enam, polis āgnā panatē panas haya væni vagantiya yaṭatē raṭa purāma ōnǣma sthānayaka mahajana ārakşāva venuven kriyākirīmē balaya polisiyaṭa tibenavā."
sin_01_01953,ē saṉdahā sahāya labādenna mā nitarama sūdānam. em.ḍī. kumāri ēkanāyaka mahatmiya - (ejāpa) mantrivarunṭa labādī tibena rupiyal lakşa hatarē pratipādana labādīma piḷibaṉda gæṭaluva nisā mantrivaru dæḍi duşkaratāvakaṭa patva siṭinavā.
sin_01_01954,īḷaṉgaṭa bīja. bīja sallivalaṭa ganna bǣ. bīja api gāva tiyenna ōnæ. dedahas tuna bīja panatē visi deka væni vagantiya. bīja ḷaṉga tabā gænīmē saha huvamāru karagænīmē ayitiya goviyā satuyi.
sin_01_01955,kōp kamiṭuvē hiṭapu sāmājikayeku lesa kōp kamiṭu yam kāryayak kaḷā yæyi oba sitanavāda? kōp kamiṭuvē sabhāpativarayā vūyēt vartamānayē sabhāpativarayā vannēt sunil haṉdunnetti mahatāyi.
sin_01_01956,badulla distrik āpadā kaḷamanākaraṇa ēkakayaṭa svēcchā sahana sēvā baḷakāyak.
sin_01_01957,rupiyal lakşayak vaṭina mat peti ḷaṉga tabāgat ayekuṭa væḍa varadiyi.
sin_01_01958,anaturak sidukara paḷā giya bas ratha riyadurāṭa māsa tunaka sira daṇḍuvamak.
sin_01_01959,maṁ poḍḍak ēka balalā ennam. etakan sarlā ganna... æyi ē jōḍuva marā gannē...? fōn maṉgul sar. gǣnigē fōn ekē tibilā kāgē hari nambar ekak.
sin_01_01960,tamanṭa chandaya dun minissunṭa æmætivaru hambavenna hækiyāvak tibunē nǣ. giyāma eḷavā gannavā.
sin_01_01961,'tō ahuvenna epā maraṇavā inna tæna dannavā' pohoṭṭuvē mantrivarayekuṭa maraṇa tarjana.
sin_01_01962,piḷikā rōgayen peḷena kāntāva kasippu vikuṇā polīsiyaṭa hasuveyi.
sin_01_01963,koviḍ dahanavaya vasaṁgataya turan kirīmaṭa kæpa vū siyallaṭa dēva āśīrvāda pūjāvak.
sin_01_01964,galvala veraḷa āsannayē vana vagāva atarē anavasara avanhalak.
sin_01_01965,anek raṭavalaṭa kumak vuvat tamāṭa kamak næta yana sthāvaraya emaṉgin genahæra dakvayi.
sin_01_01966,mānasika rōgī tattvayen siṭi diyaṇiya sidukaḷa pahara dīmen mavak jīvitakşayaṭa.
sin_01_01967,idiri paḷāt pālana chanda vimasīmaṭa adāḷa manāpa aṁka nikut kirima labana saṉdudā sidukirīmaṭa hækivetæyi balāporottu vana bava atirēka mætivaraṇa komasāris ḍabliv pī liyanagē kiyayi.
sin_01_01968,hiru film venuven nirmāṇaya vana alutma citrapaṭayaka rūgata kirīmvalaṭa mē dinavala sahabhāgī venavalu.
sin_01_01969,ē tamayi sīpā givisuma. namut apa ē givisumaṭa viruddha vuṇā. īṭa ek hētuvak vṛttīya sēvāvan da ē givisumaṭa ætuḷat kara tibīmayi.
sin_01_01970,laṁkāvaṭa enna ona kohenda? ekkō guvanin. nættam muhuṉden. laṁkāvē kuḍu nişpādanaya karannet nǣ. nuvaraeḷiyē kuḍu nişpādanaya karannet nǣ.
sin_01_01971,suḷu jana praśnayaṭa dēśīya visaṉdumak venuven cīna atdækīm.
sin_01_01972,gavaravila demaḷa viduhalē viduhalpati hā guruvarayakuṭa erehiva udghōşaṇayak.
sin_01_01973,vināḍi kihipayak gatavatma raḷu suḷaṁ samagin muhuda viyaru vannaṭa viya.
sin_01_01974,namut niværadiva haṉdunāgattē dedahas ekē dī. mēkē yakaḍa ṭon miliyana anūvak tiyenavā.
sin_01_01975,"ēvā tambā āhārayaṭa gænē. kollu bīja grǣm eksīya ka, jalaya grǣm ekoḷahayi daśama binduvayi aṭak, śaktiya kilō kælaritunsiya visi ekak, prōṭīn grǣm visi dekak saha mēda grǣm binduvayi daśama pahak da vaśayen pōşya padārtha aḍaṁgu vē."
sin_01_01976,pravīṇa gāyana śilpinī viśārada mālanī bulatsiṁhala mahatmiyagē guṇa sæmaruma mārtu masa visi navaya vana dinaṭa yedī tibiṇi.
sin_01_01977,dæl bhāvitā karamin māḷu allapu dekak nāvika hamudā bārayaṭa.
sin_01_01978,'tamuseṭa kavadāvat hoyāganna bǣ maṁ vagē kollek...' yi ohu kīvē nomanāpayeni. 'anē oyā hari hoṉdayi brayan..'
sin_01_01979,mahavattē taruṇayāṭa paharadun siddhiyē tidenek ataḍaṁguvē.
sin_01_01980,"kæṭayamē kæpī penena pudgalayā sesu ayaṭa vaḍā taramak usa vēdikāvaka, kalā sampradāyaṭa anukūla novana vilāsayakin hiṉdagena siṭī. ohu tama vam pasin hiṉdagat kāntāvakagē ukuḷa vamata tabā æta."
sin_01_01981,vittiyē sākşi nomætiva ratvattē nidahas karannæyi illayi.
sin_01_01982,ē atarin maṁgala eḷiya kaṭṭakaḍuva padiṁciva siṭi nimal kæmilas (avurudu hatalis aṭa) yana aya īyē (pahadā) aluyama tunayi tihaṭa pamaṇa miyagos æta.
sin_01_01983,edinedā diviyē supurudu siduvīm hæruṇu viṭa vividhākāra vū aruma puduma puvat nirantarayenma lōkayē siv desin æsennaṭa læbenavā.
sin_01_01984,niyōjya adhipati sirivardhana dēśīya ādāyam mul puṭuvaṭa.
sin_01_01985,pasugiya kālayē kānu hadana koṭa hitavatkam mata eka tænaka eka vidihak tava tænaka tava vidihakaṭayi hæduvē.
sin_01_01986,aravinda evænnaku novī ya. lōkayē hæma denāma svayaṁ tṛptiya viṉda tibīma hō viṉdimin siṭīma parama vidyātmaka satyayaki.
sin_01_01987,kodev pilē prabalayin dedenekṭa pandu yævīma tahanam veyi.
sin_01_01988,dedahas dahanavaya jātika kiyævīmē māsayaṭa hambantoṭa mahajana pustakālayen 'pāṭhaka taru' tōrā tyāga deyi.
sin_01_01989,āriyadāsa siya biriṉda saha diyaṇiya samaṉgin uḍahamulla nivasē padiṁciyaṭa giyē dēśapālana maṇḍala sabhika lalit vijēratna gē dænumdīmak anuvaya.
sin_01_01990,tavat rōgīn pahaḷovak pamaṇa porottu lēkhanayē veda mahatā hamuvīmaṭa balāporottuven siṭiti. ē atarehi raṁjit veda mahatā tamangē divā āhāraya venuven yābada iḍamē pihiṭi nivasaṭa yannaṭa sūdānamin siṭī.
sin_01_01991,oba væssaṭa pem baṉdina bava kiyayi. ehet væssa vahina viṭa oba kuḍayak soyayi. oba hiruṭa pem baṉdina bava kiyayi.
sin_01_01992,nætinam śarīraya durvala vī rōgaya tava duraṭat utsanna vana bava baṭahira vaidyavarun tama paryēşaṇa maṉgin anāvaraṇaya kara æta.
sin_01_01993,namut svādhīnava væḍakarana polis niladhārīnṭa nītimaya āvaraṇayak hæduvā. svādhīnava væḍakaranna kæmati rājya sēvakayinṭa svādhīna rājya sēvā komisamen nītimaya āvaraṇayak sakas kara denavā.
sin_01_01994,'hæbæyi maṭa nam baya apē śrīmālayage væḍē gæna. harima dukayi baṁ...' sirināta kiyannē hæṉgīmbaravaya.
sin_01_01995,"mē vidiyaṭa kanna, mē vidiyaṭa bonna, mē vidiyaṭa nānna, mē vidiyaṭa aṉdinna mē vidiyaṭa katā karanna, mē vidiyaṭa vinōda venna, mē vidiyaṭa jīvat venna... yanādī vaśayen ema mādhya maṉgin balapǣm karayi."
sin_01_01996,vūhān siṭa lāṁkīkayin meraṭaṭa genā guvan kārya maṇḍalayē viśēşa mādhya hamuva.
sin_01_01997,nokaḍavā vasara tunak mema sammānayen tevæni varaṭat pidum læbīma viśēşatvayaki.
sin_01_01998,hiṭapu janādhipati jē.ār. jayavardhana mahatāgē eksiya aṭa veni janma dina sæmaruma heṭaṭa yedī tibē. koḷamba hata anagārika dharmapāla māvatē pævætvē.
sin_01_01999,"indiyāvē nāyaka manmōhan siṁ mahatā, mahācāryavarayek vuṇē viduliya tibilā nemeyi."
sin_01_02000,jusēvās māvata hā kōvila pārē asīmita bhūgata jalayaṭa hētuva naḷa ḷiṁ dekak.
sin_01_02001,namut mē rajaya āvaṭa passē sahal piṭaraṭin gēnna siddha vuṇā. api goviyā jīvat karavīma saṉdahā pohora nomilē labādenavā.
sin_01_02002,ema atīta sihipat kirīma maṭa mahat āḍambarayak hā abhimānayak genadena bava anivāryayenma sihipat kaḷa yutuyi.
sin_01_02003,vimasanna. binduvayi hatayi hatayi hatayi pahayi hatayi pahayi hayayi hatayi navaya. iṉdum hiṭum moraṭuva sarasaviyē sisuviyan dedenekuṭa navātæn pahasukam æta.
sin_01_02004,"polis kærali kaṇḍāyama yedavīma, jala prahāra ella kirīma, kaṉduḷu gǣs prahāra ella kirīma, rabar uṇḍa væni dē pāvicci kaḷa hækiyi."
sin_01_02005,daruvāgē ata kapanna veyida æṉgillak kapanna veyida dannē næhæ kiyalā api daruvāgē ammāṭa anaturu aṉgavalā tibbā.
sin_01_02006,pol geḍiyak saṉdahā ræpiyal hættǣva ka uparima sillara milak kirimaṭa rajaya piyavara gena tibē.
sin_01_02007,sahōdarayan dedeneku atara siduvū gæṭumak ataraturadī mallī visin porovakin paharadīma nisā ayiyā miyagos tibē.
sin_01_02008,niravul oppu. jala gælīm hā nāya yǣm avadānam valin torayi.
sin_01_02009,"mannāramin paṭan aragena yāpanaya dakvāt, yāpanaya siṭa mulativ dakvāt kalapu rāśiyak tiyenavā."
sin_01_02010,"gāllē nāvika hamudā kaṉdavura hambantoṭa gēnna. ē anuva ekaṉga velā, givisum dekak sākacchā karagena yanavā."
sin_01_02011,buduruvagala puda bimaṭa vināḍi visi pahakin ḷaṉgā vennaṭa hæki atara yudaganāva caitya rājayā pihiṭā tibennē da īṭa nudurinmayi.
sin_01_02012,pasugiya iridā savasa æmati prasanna kuliyāpiṭiyaṭa giyē ē anuvayi.
sin_01_02013,namut eya koḷambaṭa durin pihiṭā æti nisā jagat maṭṭamē taraga pævætvīmaṭa bādhā ella vī tibē.
sin_01_02014,kavadāvat mama sammāna balāgena raṉgapāla nǣ. ē kiyanne sammānayak balāporottuven nemeyi uleḷaṭa sahabhāgi vuṇē.
sin_01_02015,mevara maha mætivaraṇaya dakuṇē mætivaraṇa itihāsaya venas karamin dakuṇē pārlimēntu āsana visi tunen dahanavayak podujana peramuṇaṭa labā demin suviśēşī viśişṭa jayagrahaṇayakin nimāvaṭa pat viya.
sin_01_02016,dharmasiri gamagē mahatā visin gāmiṇi fonsēkā mahatmayāṭa māva haṉdunvā dunnē 'mē magē daruvek oyāṭa goḍāk ādareyi' kiyalā.
sin_01_02017,anaturuva ohu vælikaḍa pirita gæna vistara kiyannaṭa paṭan gattēya. 'udē pāndara pahamāraṭa tamayi pirit paṭan gannē'
sin_01_02018,elesa meraṭaṭa ā mohu padiṁciva siṭiyē mattegoḍa pradēśayēya. ohu dedaru piyeki.
sin_01_02019,ē vuṇāṭa kavadāvat ehema praśna udāvelā næhæ. tænakaṭa yaddi kāntāvak aṉdina æṉduma aṁka eka.
sin_01_02020,tērīm sidu kirīmēdī nirantara bhāvayak nomæti vīmē aḍuva pasugiya simbābvē saṁcārayaṭa krīḍakayan tērīmēdī pavā manāva dækagata hæki viṇi.
sin_01_02021,bumuturuṇu karmāntaya dæn æræmbī æta. śrī laṁkāva pol vavana raṭaval atara pasvana sthānayaṭa patva siṭī.
sin_01_02022,ēt api illannē apē mē gamaṭa āsannava iḍam labādenna kiyalayi. tē vagāva sidu nokarana vatukarayē iḍam tiyenavā. apē gamaṭa āsannava.
sin_01_02023,"ē ataratura ḷamā kṛti racanayaṭat, yovun navakatā hā ḷamā kṛti parivartanaya kirīmaṭat maṭa avasthāva udā venavā. oba væḍi vaśayen ḷamā kṛti parivartanayaṭa næmburuvak dakvana parivartakayek."
sin_01_02024,"uturu dumriya mārgayē alutvæḍiyā kaṭayutu hētuven labana nava vana dina siṭa ekoḷos vana dina dakvāt, dahasaya saha dahahata yana dinavalat dumriya dhāvana kaṭayutu saṁśōdhanaya karana bava dumriya dēpārtamēntuva pavasayi."
sin_01_02025,mehidī anurādhapura vārimārga adhyakşavarayā idiripat kaḷa vārtāva anuva maha vævvala jala maṭṭam mesēya.
sin_01_02026,at æṉdi næti mē pālamē mē vanaviṭa anaturu ræsakma siduvelā.
sin_01_02027,siriyāvē saha irākayē pævæti durvala rājya pālanayaṭa prabalama tarjanayak vūyē ayi. es. ayi. es. namin prakaṭa vūyēya.
sin_01_02028,mē aya kataragama enavā nam anivāryenma maṭa kōl karanavā. maṁ tamayi ē ayaṭa ōna pahasukam salasā dennē.
sin_01_02029,apē iḍamvala gas næhæ. mæruṇu gahak kapāganna kælǣvakaṭa yanna ōna kilōmīṭara hayaka dura. ē kælē rakşitayak. ēvāyē dara kapanna tahanam.
sin_01_02030,"sammukha parīkşaṇaya saṉdahā dedahas vissa varşayē pebaravāri dahahat vana saṉdudā dina peravaru ekoḷahayi tihaṭa pahata lipinayaṭa pæmiṇenna. nombara tiha, biyagama pāra, paṭṭiya, kælaṇiya (tel piravumhala idiripiṭa)"
sin_01_02031,"hæbæyi kānu suddha karannayi, pirisudu kaṭayutu karannayi hamudāva sambandha karagattaṭa apiṭa kamak nǣ. hamudāva kæmæti nam."
sin_01_02032,dedahas dahanavaya pebaravāri iṉdalā sæptæmbar vanaturu væsi biṉdak nǣ. vævē vatura dinen dina aḍuvī giyā.
sin_01_02033,dēśīya næṭum sampradāya hā kathakali ekkaramin antarjātika talayē jayagrahaṇa labalā tiyanavā.
sin_01_02034,binduvayi hatayi hatayi hatayi tunayi pahayi hatarayi hayayi hayayi paha dænvīm pracāraṇa āyatanayaka kāryāla kāryaya sahāyaka tanatura saṉdahā pirimi apēkşakayin vahāma avaśyayi.
sin_01_02035,edāṭa mē aya ratnapura maha nagara sabhāvaṭa kæṉdavā chandayak tiyanavā. edāṭa puḷuvan kæmæti kenek tōraganna.
sin_01_02036,"tavaduraṭat tāttaṭa viyadam karanna amāru bava tērum gattu nisayi, maṁ magēma maṉgak hoyā gatte."
sin_01_02037,indiyāvē hiṭapu agrāmātya rajīv gāndhi mahatā ghātanaya kirīmē siddhiyē varadakaruvan vū pudgalayin tideneku sæptæmbar masa nava vana dina ellā mærīmaṭa niyamitava æti bava vides mādhya vārtā pavasayi.
sin_01_02038,'māt kǣve nǣ oyā enakam..' 'hah..' æs deken evapu liyuma bala bala inna æti ehenam.
sin_01_02039,"tērī pat novū apēkşakayin eka - candana væliviṭa, manāpa: ekoḷosdahas navasiya visi pahayi. deka - saman varṇakulasūriya, manāpa: hatdahas aṭasiya hættǣ hayayi. tuna - kuḍā baṇḍāra mædavela."
sin_01_02040,ikut daśaka pahak ætuḷata javipe kærali dekakaṭa nāyakatvaya dunnēya.
sin_01_02041,"esēma parisarayaṭa ṛjuvama balapǣm karannē da minisā nisā, parisaraya rækīma da minisāgē parama yutukama vē."
sin_01_02042,āṇḍuvē nohækiyāva nisā upādhidhārīn pirisakaṭa asādhāraṇayak siduvelā. dedahas dahaya saha dedahas ekoḷaha vasaravala upādhidhārīn pirisakaṭa āṇḍuva mē venakoṭat rækiyā dīlā. ēt kisiṉdu padanamak nætiva pirisakaṭa rækiyā denne næhæ.
sin_01_02043,buttala siṭa yāla abhaya bhūmiya māyimen kataragama dakvā divena raja māvata.
sin_01_02044,"tē iḍamvala val neḷīmaṭa illuma tibuṇat, dænaṭa vasara kihipayaka siṭa tē iḍamvala val mardanayaṭa kṛmināśaka yodana nisā illuma aḍuvelā. vartamānayē bohō upakaraṇa vidēśavalin ānayanaya karanavā."
sin_01_02045,śrī laṁkā siṁgappūru veḷaṉda givisuma atsan kaḷē vidhimat kramavēdayakin anaturuva bava vidulibala hā punarjananīya balaśakti rājya amātya ajit pī kiyayi.
sin_01_02046,"mē tattvaya itāma bhayānaka tattvayak. mē nisā mema āsanayē janatāvagē pavul saṁskṛtiya, ārthikaya, samājīya vaśayen dævænta pasubǣmak tibenavā."
sin_01_02047,"rækiyā hō adhyāpanayē niyutu kāntāvan amatanna. gæhæṇu ḷamun saṉdahā navātæn pahasukam. kosvatta, battaramulla."
sin_01_02048,vimal abhayasundara kaviyā jīvatvannē diyavannā oya asala kavi situvili mavamini. diyavannā oya ræli naṉgamin nivī sænasillē galā basī. vimal abhayasundara kaviyāgē kavi sitivilit esē rasa mavamin nivī sænasillē galayi.
sin_01_02049,"gēdora iḍakaḍam uvamanāyi pǣliyagoḍa kælaṇiya, sapugaskanda, biyagama avaṭin akkara tuna iḍamak avaśyayi."
sin_01_02050,etæna pālanaya karana eka amāru tænak. yam vidhiyakin væḍivelāvak etæna gēṭṭuva vahanna siddha vuṇot kilōmīṭar gāṇak duraṭa rathavāhana tadabadayak æti venavā.
sin_01_02051,ehema næti avasthā valadī nītimaya kriyāmārga gannavā. kohoma vuṇat siyayaṭa siyayak niyāmanaya karanna bǣ. koṭuvaṭa saṁcāraka sælæsmak hadalā tiyenavā.
sin_01_02052,hæbæyi goḍak aya tāmat apē raṭa dihā balannē sōviyaṭ yūniyan eka vidihaṭayi.
sin_01_02053,(kumāratuṁga munidāsa mahatā miyagos varşa hættǣ hatara k pirīma nimitteni.) puvatpat kalāvēdiyā svakīya sannivēdana kāryaya sārthaka va iṭu kara gænīma saṉdahā puvatpataṭa ma viśēşa vū bhāşā vyavahārayak yodā ganiyi.
sin_01_02054,mahēndra perērā raṁgana śilpiyā tamayi magē raṁgana diviyē guruvarayā.
sin_01_02055,"varāyē siduvana siyalūma sēvā, siyalū ganudenu samāgamaṭa pavaranavā."
sin_01_02056,amatara igænvīm (ṭiyuşan) deka vasara gæhænu ḷamayakuṭa siyaluma vişayayan nivasaṭa pæmiṇa igænvīmaṭa guruvariyak ōnǣ.
sin_01_02057,koḷamba nagarayē pāṭa pāṭa goḍanægili rāśiyaki. ē pāṭa pāṭa goḍanægili atarē pāṭa pāṭa kǣma jāti tabāgena vikuṇana minissuda bohōyi.
sin_01_02058,himāli sirivardhana yanu vatman parapurē siṭina dakşa raṁgana śilpiniyaka vagēma narthana śilpiniyak.
sin_01_02059,baḷangoḍa - piyasēna en. hēvagē. imbulpē saukhya vaidya niladhāri koṭṭhāsaya tuḷa ḍeṁgu rōgīn hættǣ hatarak mē vanaviṭa vārtā vī tibenavā.
sin_01_02060,dæn vīvalaṭa pohora yodana kālē pahuvelā. niyamita velāvaṭa pohora ṭika læbilā nǣ. asvænna hoṉdaṭama aḍuvena maṭṭamak dænaṭa pavatinavā.
sin_01_02061,"ē avasthāvē sēvikāvan pavasā tibuṇē, 'mis mēkē kælǣva ætuḷē kapal pem suva viṉdinavā'"
sin_01_02062,'mama ē viśvāsaya rakinna ōna...' kiyamin ramēş vāhanaya idiriyaṭa dhāvanaya karanna paṭan gattēya. 'bittara rakinavā vagē viśvāsaya rakinna bǣ ramēş'
sin_01_02063,rǣ pāsala apaṭa alutma atdækīmak. apē pantivala ḷamayi ræsak mē pāsalaṭa enavā. uturē siṭiyat dakuṇē siṭiyat pāsal daruvan koyi kavurut udē avadi vennē ekama balāporottuvakini.
sin_01_02064,ægē alutma toraturu dænaganna apa æyaṭa katā kaḷā. monavada kalā jīvitayē alutma toraturu? nirmāṇa kihipayakama rūgata kirīmvalaṭa sambandha vana nisā mē dinavala ṭikak kāryabahulayi.
sin_01_02065,mehi amal bisō caritaya raṉgapǣvē mālanī fonsēkā ya. eyada mevæni tatva yaṭatē pīḍāvaṭa patvana kāntāvanṭa sahanayak vanu æta.
sin_01_02066,"dumkoḷa bhāvitaya, kriyāśīlibhāvaya aḍuvīma, ahitakara āhāra saha matpæn bhāvitaya ema sādhaka veyi."
sin_01_02067,vælikaḍa bandhanāgārayē pasugiyadā siduvū paharadīma sambandhayen soyābælīmaṭa patkaḷa kamiṭuvē vārtāva tavaduraṭat pramāda vana bava bandhanagāra komasāris janarāl mējar jenarāl pavasayi.
sin_01_02068,kasippu ḷaṉga tabāgat tidenāṭa ek ayakuṭa rupiyal pandahasa bægin rupiyal pahaḷosdahasakda gōḍā ḷaṉga tabāgat pudgalayāṭa rupiyal dahaaṭa dahasak da vaśayeni.
sin_01_02069,ē vagēma api yurōpaya hā āsiyāvē anekut rājyayan vetat apagē æṉgaḷum apanayanaya saṉdahā veḷeṉdapoḷa puḷul karagannaṭa ōna.
sin_01_02070,ada poson pohoya dinayayi. poson pohoya apē raṭaṭa atiśaya vædagat dinayak.
sin_01_02071,mē nisā nava parapura saṁgīta viyamana hā haṇḍa viyamana aviyak karagena kærali gahanavā.
sin_01_02072,mesē miyagos ættē dasanāyaka mudiyansēlāgē saṁjīva udaya kumāra dasanāyaka yana ayayi.
sin_01_02073,gæṭalu visaṉdīma hā onlayin sēvā ætuḷu sēvāvan ræsak kriyātmaka keriṇi. mema avasthāvaṭa ūva paḷāt sabhāvē vipakşa nāyaka sahabhāgī viya.
sin_01_02074,ē anuva kæbinaṭ maṇḍalayaṭa uḍin inna 'jātika vidhāyaka sabhāvak' yōjanā kara tibenavā. ema vidhāyaka sabhāvē koṭaskaruvan lesa janatā vimukti peramuṇa kriyātmaka vīmaṭa apēkşā karanavā.
sin_01_02075,ēt mūda hæmadāma pavatinavā.. hah hā... eka eka alut nivs... alut alakalaṁci ævit..
sin_01_02076,mokō tārā..? maṁ oyāṭa varadak kivve nǣ ḷamayō....! maṁ kivve magē praśne..
sin_01_02077,elesama parīkşaṇayaṭa lak kaḷa yutu pudgalayangē pæhædili pramukhatā kramavēdayak sahitava saṁśōdhanaya kaḷa yutuya.
sin_01_02078,"īmēl lipinaya, bodu govi, vayasa panas tuna, usa paha' hatara', vaṭinā nava nivasak æta. amatara tisdahasak ādāyamæti vyāpārayaka niratava siṭī."
sin_01_02079,"oṭō ḍīsal līṭarayak rupiyal ekasiya haya siṭa rupiyal ekasiya eka dakvā rupiyal paha kinda, supar ḍīsal līṭarayak rupiyal dahaya kinda aḍukara æta."
sin_01_02080,mahā maṇḍalaya yanu eksat jātīngē saṁvidhānayē siyaḷu sāmājikayanṭa sama ayitivāsikam himi vēdikāvaki.
sin_01_02081,ēka pahu vuṇot daḍayakut aya karanavā. mē handiyē tiyena aḍupāḍu gæna api sabhāpatiṭa vagēma lēkamṭat kīvā.
sin_01_02082,amerikānu nāvika hamudāvaṭa ayat naukāvak heṭa(visi navaya) dinayē divayinaṭa pæmiṇīmaṭa niyamitava tibē. meraṭa amerikānu tānāpati kāryālaya nivēdanaya kaḷēya.
sin_01_02083,anurasiri vahāma idiripat vī bayisikalayē rōda dekē huḷaṁ arina lesa kīvēya. eya sārthaka viya.
sin_01_02084,eksat jātīngē mānava himikam kavunsilayē śrī laṁkāva sambandha yōjanāvē dī indiyāva visin śrī laṁkāvaṭa sahaya dækvūyē nam meyaṭa vaḍā āsanna taragayak labādīmaṭa tibū bava nītigna janaka pradīp kivvēda?
sin_01_02085,etanadī chandayen passē ē pættaṭa mē pættaṭa panina niyōjitayan pārlimēntuvaṭa pat karala yavana ekē tērumak næhæ.
sin_01_02086,ehet mē kaṉdavuru dekaṭama ayat novana nirpākşika janādhipativarayāgē sevaṇa ē kisivekuṭa nolæbē.
sin_01_02087,eka værædi pōşaṇa krama; deka śārīrika kriyākāritvaya maṉdakama; tuna matpæn; hatara dumvæṭi. itin ē pradhānama kāraṇāvalin dekakma matpæn hā dumvæṭi.
sin_01_02088,"aṁgoḍa ayi.ḍī.ec., mullēriyāva rōhala, vælikanda rōhala, iraṇavila rōhala, minuvangoḍa rōhala, kamburugamuva rōhala, kāttankuḍi rōhala, teldeṇiya rōhala ē atara vē."
sin_01_02089,puṁci borælla āsannayē peḷapāliya nirīkşaṇaya karaddī mā ē ratha duṭuvē savasa hatara ṭa pamaṇa. ē ratha piṭiyaṭa ḷaṉga vennē dænuyi.
sin_01_02090,ē gīta racanayaṭa ya. kusum pīris dakşa gīta racikāvaka bava nodannā kenek næta.
sin_01_02091,"goḍanægili idikirīm upakaraṇa nivāsayanhi kāryālayanhi ōnǣma jala gæṭaluvak, væsikiḷi, viduli, naḍattu kaṭayutu saṉdahā paḷapurudu sēvakayin apa satuva æta. goḍanægili alutvæḍiyāva, alutin koṭas ekatukirīma."
sin_01_02092,"kalāva vanāhi hudek pratimā, pintūra, navakatā, keṭikatā hō kavi pamaṇakma novē."
sin_01_02093,api mē diriya puravæsi samuḷuva kæṉdavā tibennē yaṭat væsiyan venuvaṭa diriya puravæsiyan bihi karannayi.
sin_01_02094,svēcchā sēvayē upādhidhāriyaku vana ohugē anāgata balāporottuva ayarlantayē polis sēvayaṭa bæṉdīmaṭaya.
sin_01_02095,ehema bælū viṭa nāmal mahindagē dēśapālanayaṭa da 'mataka vastra' pūjā kaḷē ya. rājapakşa pavulē bala aragalaya ugra ekaki.
sin_01_02096,matkuḍu digin digaṭama væḍivelā. ada raṭa sampūrṇayenma kuḍukārayangē raṭak bavaṭa patvelā.
sin_01_02097,"menna mē ṭika karanavā kiyalā. anit ekā āvahama marana ēvā, koṭana ēvā, kapana ēvā kiya kiya yanne."
sin_01_02098,mama mē āpu gamanē viśāla kæpa kirīmak hā vividha atdækīm bohomayak tiyenavā.
sin_01_02099,"bæna vædīm tarjana pæmiṇili hatara k, alābha hāni kirīm pæmiṇili deka k vārtāvelā. paścāt mætivaraṇa pæmiṇili dahanavaya ṭa adāḷava."
sin_01_02100,vaskaḍuva gālu pārē vāḍiyamaṁkaḍa maṁsandhiyē basayak saha kār tunak perēdā (dahayadā) peravaruvē ekineka gæṭī tibē.
sin_01_02101,āṇḍuva ætuḷē iṉdan āṇḍuva vivēcanaya karanavā. āṇḍuvaṭa gahanavā.
sin_01_02102,mokada mēvā adhika śītayi. vividha rōga suvaya saṉdahāt koḷa kæṉda manā piṭuvahalak vena bava pævasenavā? ov.
sin_01_02103,"naḍattu, polī vārika saṉdahā viyadama rupiyal biliyana hayayi daśama pahayi. pāḍuva rupiyal miliyana navayayi."
